average_time,weiht,appearances_counts,height,assist_num,num,goal_num,birth,appearance_time,name,img,is_star,team,position
0,83kg,0,1.87m,0,12号,0,1990/1/28,0,约翰森,http://p1.img.cctvpic.com/sports/data/playerImageB/40973.png,0,瑞典,守门员
90,89kg,5,1.98m,0,1号,0,1990/1/8,450,奥尔森,http://p1.img.cctvpic.com/sports/data/playerImageB/26025.png,0,瑞典,守门员
88,77kg,4,1.89m,0,2号,0,1986/12/13,352,卢斯蒂格,http://p1.img.cctvpic.com/sports/data/playerImageB/10692.png,0,瑞典,后卫
0,85kg,0,1.9m,0,23号,0,1989/6/23,0,诺德菲尔特,http://p1.img.cctvpic.com/sports/data/playerImageB/22596.png,0,瑞典,守门员
47.33,88kg,3,1.86m,0,9号,0,1992/2/22,142,塞费罗维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/50899.png,0,瑞士,前锋
57,75kg,2,1.75m,1,18号,0,1989/11/24,114,加夫兰诺维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/49351.png,0,瑞士,前锋
33.5,86kg,4,1.84m,1,7号,0,1997/2/14,134,恩博洛,http://p1.img.cctvpic.com/sports/data/playerImageB/352296.png,0,瑞士,前锋
24.5,77kg,2,1.89m,1,17号,0,1996/11/20,49,扎卡里亚,http://p1.img.cctvpic.com/sports/data/playerImageB/770677.png,0,瑞士,中场
87.75,78kg,4,1.65m,1,23号,1,1991/10/10,351,沙奇里,http://p1.img.cctvpic.com/sports/data/playerImageB/65953.png,0,瑞士,中场
55.5,78kg,2,1.84m,0,19号,1,1992/8/8,111,德尔米奇,http://p1.img.cctvpic.com/sports/data/playerImageB/107025.png,0,瑞士,前锋
84.33,79kg,3,1.82m,0,14号,1,1991/8/17,253,楚伯,http://p1.img.cctvpic.com/sports/data/playerImageB/37752.png,0,瑞士,中场
81.5,77kg,4,1.8m,0,15号,1,1986/4/12,326,泽马伊利,http://p1.img.cctvpic.com/sports/data/playerImageB/4370.png,0,瑞士,中场
0,72kg,0,1.8m,0,16号,0,1986/9/2,0,G·费尔南德斯,http://p1.img.cctvpic.com/sports/data/playerImageB/15857.png,0,瑞士,中场
90,82kg,4,1.83m,0,10号,1,1992/9/27,360,G·扎卡,http://p1.img.cctvpic.com/sports/data/playerImageB/117777.png,0,瑞士,中场
77.75,78kg,4,1.84m,0,11号,0,1985/4/19,311,贝赫拉米,http://p1.img.cctvpic.com/sports/data/playerImageB/11654.png,0,瑞士,中场
0,75kg,0,1.81m,0,8号,0,1992/4/15,0,弗鲁勒,http://p1.img.cctvpic.com/sports/data/playerImageB/115516.png,0,瑞士,中场
90,79kg,4,1.8m,0,13号,0,1992/8/25,360,R·罗德里格斯,http://p1.img.cctvpic.com/sports/data/playerImageB/67769.png,0,瑞士,后卫
90,90kg,1,1.92m,0,20号,0,1987/1/18,90,朱鲁,http://p1.img.cctvpic.com/sports/data/playerImageB/536.png,0,瑞士,后卫
89,77kg,3,1.81m,0,2号,0,1984/1/16,267,利希施泰纳,http://p1.img.cctvpic.com/sports/data/playerImageB/4392.png,0,瑞士,后卫
90,85kg,4,1.86m,0,5号,0,1995/7/19,360,阿坎吉,http://p1.img.cctvpic.com/sports/data/playerImageB/383560.png,0,瑞士,后卫
34,78kg,3,1.85m,0,6号,0,1991/2/8,102,米夏埃尔·朗,http://p1.img.cctvpic.com/sports/data/playerImageB/26315.png,0,瑞士,后卫
0,76kg,0,1.8m,0,3号,0,1990/6/21,0,穆邦杰,http://p1.img.cctvpic.com/sports/data/playerImageB/106869.png,0,瑞士,后卫
0,83kg,0,1.88m,0,21号,0,1990/11/14,0,比尔基,http://p1.img.cctvpic.com/sports/data/playerImageB/37378.png,0,瑞士,守门员
90,81kg,4,1.83m,0,1号,0,1988/12/17,360,佐默,http://p1.img.cctvpic.com/sports/data/playerImageB/16206.png,0,瑞士,守门员
0,77kg,0,1.87m,0,4号,0,1996/9/30,0,埃尔韦迪,http://p1.img.cctvpic.com/sports/data/playerImageB/282229.png,0,瑞士,后卫
90,83kg,3,1.86m,0,22号,0,1991/12/20,270,舍尔,http://p1.img.cctvpic.com/sports/data/playerImageB/101882.png,0,瑞士,后卫
0,84kg,0,1.86m,0,12号,0,1994/6/6,0,姆沃戈,http://p1.img.cctvpic.com/sports/data/playerImageB/149656.png,0,瑞士,守门员
0,88kg,0,1.91m,0,8号,0,1990/4/21,0,普里约维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/36497.png,0,塞尔维亚,前锋
1,75kg,1,1.81m,0,19号,0,1997/12/23,1,约维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/319129.png,0,塞尔维亚,前锋
8.5,76kg,2,1.85m,0,18号,0,1996/2/15,17,拉多尼奇,http://p1.img.cctvpic.com/sports/data/playerImageB/280817.png,0,塞尔维亚,前锋
89.67,82kg,3,1.89m,0,9号,1,1994/9/16,269,米特洛维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/192144.png,0,塞尔维亚,前锋
85.5,80kg,2,1.86m,0,4号,0,1991/4/7,171,米利沃耶维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/50294.png,0,塞尔维亚,中场
90,86kg,3,1.94m,0,21号,0,1988/8/1,270,马蒂奇,http://p1.img.cctvpic.com/sports/data/playerImageB/44241.png,0,塞尔维亚,中场
57,74kg,3,1.82m,0,22号,0,1991/9/29,171,利亚伊奇,http://p1.img.cctvpic.com/sports/data/playerImageB/39587.png,0,塞尔维亚,中场
87.67,76kg,3,1.81m,1,10号,0,1988/11/20,263,塔迪奇,http://p1.img.cctvpic.com/sports/data/playerImageB/38560.png,0,塞尔维亚,中场
90,76kg,3,1.92m,0,20号,0,1995/2/27,270,米林科维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/331447.png,0,塞尔维亚,中场
0,82kg,0,1.9m,0,16号,0,1996/4/13,0,格鲁伊奇,http://p1.img.cctvpic.com/sports/data/playerImageB/280835.png,0,塞尔维亚,中场
15,68kg,1,1.69m,0,7号,0,1996/7/11,15,日夫科维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/188133.png,0,塞尔维亚,中场
55.33,82kg,3,1.84m,0,17号,0,1992/11/1,166,科斯蒂奇,http://p1.img.cctvpic.com/sports/data/playerImageB/126588.png,0,塞尔维亚,中场
90,90kg,3,1.95m,0,15号,0,1997/10/12,270,米伦科维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/976055.png,0,塞尔维亚,后卫
0,69kg,0,1.85m,0,14号,0,1991/4/2,0,罗迪奇,http://p1.img.cctvpic.com/sports/data/playerImageB/77678.png,0,塞尔维亚,后卫
90,77kg,1,1.88m,0,13号,0,1995/9/26,90,韦利科维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/227224.png,0,塞尔维亚,后卫
48.5,71kg,2,1.77m,0,2号,0,1984/1/26,97,鲁卡维纳,http://p1.img.cctvpic.com/sports/data/playerImageB/25621.png,0,塞尔维亚,后卫
90,79kg,2,1.85m,0,3号,0,1985/1/19,180,托希奇,http://p1.img.cctvpic.com/sports/data/playerImageB/14557.png,0,塞尔维亚,后卫
90,89kg,2,1.85m,0,6号,0,1984/2/22,180,伊万诺维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/25233.png,0,塞尔维亚,后卫
0,82kg,0,1.88m,0,5号,0,1993/2/13,0,斯帕伊奇,http://p1.img.cctvpic.com/sports/data/playerImageB/111752.png,0,塞尔维亚,后卫
90,83kg,3,1.87m,0,11号,1,1985/11/10,270,科拉罗夫,http://p1.img.cctvpic.com/sports/data/playerImageB/26097.png,0,塞尔维亚,后卫
0,90kg,0,1.94m,0,23号,0,1992/1/24,0,德米特罗维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/94527.png,0,塞尔维亚,守门员
0,85kg,0,1.91m,0,12号,0,1995/10/31,0,拉伊科维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/188107.png,0,塞尔维亚,守门员
90,92kg,3,1.95m,0,1号,0,1983/7/28,270,斯托伊科维奇,http://p1.img.cctvpic.com/sports/data/playerImageB/13691.png,0,塞尔维亚,守门员
0,75kg,0,1.8m,0,7号,0,1986/1/19,0,穆萨·索乌,http://p1.img.cctvpic.com/sports/data/playerImageB/3215.png,0,塞内加尔,前锋
4,79kg,1,1.84m,0,15号,0,1989/12/24,4,D·萨科,http://p1.img.cctvpic.com/sports/data/playerImageB/74069.png,0,塞内加尔,前锋
80,77kg,1,1.81m,0,20号,0,1995/3/8,80,凯塔·巴尔德,http://p1.img.cctvpic.com/sports/data/playerImageB/317699.png,0,塞内加尔,前锋
33,81kg,2,1.85m,0,9号,0,1987/12/16,66,马姆·迪乌夫,http://p1.img.cctvpic.com/sports/data/playerImageB/22481.png,0,塞内加尔,前锋
12.5,78kg,2,1.8m,0,14号,0,1993/4/3,25,科纳特,http://p1.img.cctvpic.com/sports/data/playerImageB/157143.png,0,塞内加尔,前锋
90,69kg,3,1.75m,0,10号,1,1992/4/10,270,马内,http://p1.img.cctvpic.com/sports/data/playerImageB/217704.png,0,塞内加尔,前锋
90,70kg,3,1.75m,0,18号,0,1998/2/25,270,萨尔,http://p1.img.cctvpic.com/sports/data/playerImageB/1011939.png,0,塞内加尔,前锋
82.33,74kg,3,1.84m,1,19号,1,1994/12/19,247,尼昂,http://p1.img.cctvpic.com/sports/data/playerImageB/139228.png,0,塞内加尔,前锋
39.33,75kg,3,1.89m,0,8号,0,1989/12/21,118,库亚特,http://p1.img.cctvpic.com/sports/data/playerImageB/45944.png,0,塞内加尔,中场
18.5,90kg,2,1.92m,0,11号,0,1986/3/29,37,恩多耶,http://p1.img.cctvpic.com/sports/data/playerImageB/341513.png,0,塞内加尔,中场
81,74kg,1,1.81m,0,17号,0,1990/10/27,81,帕帕阿利乌内，恩迪亚耶,http://p1.img.cctvpic.com/sports/data/playerImageB/228342.png,0,塞内加尔,中场
90,84kg,3,1.96m,0,6号,0,1990/8/25,270,萨利夫.萨内,http://p1.img.cctvpic.com/sports/data/playerImageB/143398.png,0,塞内加尔,中场
76,80kg,2,1.86m,0,13号,0,1990/3/6,152,A·恩迪亚耶,http://p1.img.cctvpic.com/sports/data/playerImageB/32897.png,0,塞内加尔,中场
90,64kg,3,1.74m,0,5号,0,1989/9/26,270,盖伊,http://p1.img.cctvpic.com/sports/data/playerImageB/106337.png,0,塞内加尔,中场
65.33,70kg,3,1.77m,0,22号,1,1998/10/4,196,瓦格,http://p1.img.cctvpic.com/sports/data/playerImageB/816568.png,0,塞内加尔,后卫
90,74kg,1,1.81m,0,21号,0,1989/10/20,90,加萨马,http://p1.img.cctvpic.com/sports/data/playerImageB/40698.png,0,塞内加尔,后卫
0,69kg,0,1.73m,0,2号,0,1989/6/15,0,西斯,http://p1.img.cctvpic.com/sports/data/playerImageB/115102.png,0,塞内加尔,后卫
90,89kg,3,1.95m,0,3号,0,1991/6/20,270,库利巴利,http://p1.img.cctvpic.com/sports/data/playerImageB/126071.png,0,塞内加尔,后卫
84.67,71kg,3,1.74m,0,12号,0,1993/3/5,254,萨巴利,http://p1.img.cctvpic.com/sports/data/playerImageB/111803.png,0,塞内加尔,后卫
0,85kg,0,1.92m,0,4号,0,1989/11/22,0,卡拉,http://p1.img.cctvpic.com/sports/data/playerImageB/108548.png,0,塞内加尔,后卫
90,80kg,3,1.85m,0,16号,0,1985/4/5,270,恩迪亚耶,http://p1.img.cctvpic.com/sports/data/playerImageB/215188.png,0,塞内加尔,守门员
0,80kg,0,1.96m,0,23号,0,1993/9/5,0,戈米斯,http://p1.img.cctvpic.com/sports/data/playerImageB/143695.png,0,塞内加尔,守门员
0,79kg,0,1.89m,0,1号,0,1992/3/30,0,迪亚洛,http://p1.img.cctvpic.com/sports/data/playerImageB/1078312.png,0,塞内加尔,守门员
15,79kg,2,1.85m,0,20号,0,1986/10/14,30,阿西里,http://p1.img.cctvpic.com/sports/data/playerImageB/1353186.png,0,沙特阿拉伯,前锋
61,65kg,3,1.68m,0,19号,0,1994/9/14,183,法赫德·穆瓦拉德,http://p1.img.cctvpic.com/sports/data/playerImageB/160909.png,0,沙特阿拉伯,前锋
48.5,75kg,2,1.79m,0,10号,0,1987/1/10,97,萨赫拉维,http://p1.img.cctvpic.com/sports/data/playerImageB/118148.png,0,沙特阿拉伯,前锋
52.67,66kg,3,1.7m,0,9号,0,1992/7/16,158,巴赫布里,http://p1.img.cctvpic.com/sports/data/playerImageB/548400.png,0,沙特阿拉伯,中场
15,73kg,1,1.92m,0,12号,0,1994/9/22,15,坎诺,http://p1.img.cctvpic.com/sports/data/playerImageB/947432.png,0,沙特阿拉伯,中场
67,69kg,2,1.69m,0,17号,0,1984/7/25,134,贾西姆,http://p1.img.cctvpic.com/sports/data/playerImageB/31605.png,0,沙特阿拉伯,中场
68,76kg,2,1.74m,0,16号,0,1988/3/24,136,莫加赫维,http://p1.img.cctvpic.com/sports/data/playerImageB/538492.png,0,沙特阿拉伯,中场
0,73kg,0,1.77m,0,11号,0,1986/3/13,0,阿卜杜勒马利克·海布里,http://p1.img.cctvpic.com/sports/data/playerImageB/201624.png,0,沙特阿拉伯,中场
90,68kg,3,1.74m,0,18号,1,1991/8/19,270,萨利姆·杜萨里,http://p1.img.cctvpic.com/sports/data/playerImageB/160893.png,0,沙特阿拉伯,中场
81.33,66kg,3,1.77m,1,14号,0,1992/8/3,244,奥泰夫,http://p1.img.cctvpic.com/sports/data/playerImageB/160925.png,0,沙特阿拉伯,中场
90,63kg,3,1.79m,0,7号,1,1989/8/1,270,法拉杰,http://p1.img.cctvpic.com/sports/data/playerImageB/148858.png,0,沙特阿拉伯,中场
0,66kg,0,1.75m,0,15号,0,1996/8/16,0,海巴里,http://p1.img.cctvpic.com/sports/data/playerImageB/1429341.png,0,沙特阿拉伯,中场
41.5,63kg,2,1.65m,0,8号,0,1990/6/26,83,谢赫里,http://p1.img.cctvpic.com/sports/data/playerImageB/118150.png,0,沙特阿拉伯,中场
90,61kg,3,1.73m,0,6号,0,1992/9/15,270,布赖克,http://p1.img.cctvpic.com/sports/data/playerImageB/610760.png,0,沙特阿拉伯,后卫
90,83kg,3,1.88m,0,3号,0,1984/3/31,270,奥萨马·豪萨维,http://p1.img.cctvpic.com/sports/data/playerImageB/37176.png,0,沙特阿拉伯,后卫
90,76kg,1,1.85m,0,5号,0,1985/9/27,90,奥萨马·豪萨维,http://p1.img.cctvpic.com/sports/data/playerImageB/350072.png,0,沙特阿拉伯,后卫
0,68kg,0,1.73m,0,2号,0,1987/10/19,0,哈尔比,http://p1.img.cctvpic.com/sports/data/playerImageB/328855.png,0,沙特阿拉伯,后卫
90,79kg,1,1.8m,0,23号,0,1992/2/17,90,豪萨维,http://p1.img.cctvpic.com/sports/data/playerImageB/160933.png,0,沙特阿拉伯,后卫
90,63kg,3,1.7m,0,13号,0,1992/5/25,270,亚西尔·沙赫拉尼,http://p1.img.cctvpic.com/sports/data/playerImageB/160923.png,0,沙特阿拉伯,后卫
90,88kg,1,1.86m,0,21号,0,1984/2/27,90,莫萨利姆,http://p1.img.cctvpic.com/sports/data/playerImageB/196394.png,0,沙特阿拉伯,守门员
90,83kg,1,1.82m,0,4号,0,1989/11/21,90,布莱希,http://p1.img.cctvpic.com/sports/data/playerImageB/1265186.png,0,沙特阿拉伯,后卫
90,98kg,1,1.78m,0,1号,0,1987/1/23,90,马尤夫,http://p1.img.cctvpic.com/sports/data/playerImageB/118159.png,0,沙特阿拉伯,守门员
90,79kg,1,1.87m,0,22号,0,1991/10/10,90,奥韦斯,http://p1.img.cctvpic.com/sports/data/playerImageB/1060479.png,0,沙特阿拉伯,守门员
88,76kg,3,1.82m,2,10号,2,1991/2/8,264,哈兹里,http://p1.img.cctvpic.com/sports/data/playerImageB/51640.png,0,突尼斯,前锋
90,80kg,3,1.89m,0,8号,1,1991/6/21,270,本优素夫,http://p1.img.cctvpic.com/sports/data/playerImageB/290623.png,0,突尼斯,前锋
90,76kg,1,1.8m,0,7号,0,1995/4/27,90,哈奥,http://p1.img.cctvpic.com/sports/data/playerImageB/346262.png,0,突尼斯,前锋
5,72kg,1,1.85m,0,19号,0,1986/10/14,5,赫利法,http://p1.img.cctvpic.com/sports/data/playerImageB/118165.png,0,突尼斯,前锋
60.67,75kg,3,1.73m,0,23号,0,1992/7/27,182,斯利蒂,http://p1.img.cctvpic.com/sports/data/playerImageB/153158.png,0,突尼斯,前锋
90,70kg,1,1.79m,0,20号,0,1994/2/28,90,查拉利,http://p1.img.cctvpic.com/sports/data/playerImageB/1131889.png,0,突尼斯,前锋
13,75kg,1,1.87m,0,15号,0,1994/12/21,13,哈利勒,http://p1.img.cctvpic.com/sports/data/playerImageB/1090380.png,0,突尼斯,前锋
1,71kg,1,1.76m,0,18号,0,1997/6/25,1,斯拉尔菲,http://p1.img.cctvpic.com/sports/data/playerImageB/1100279.png,0,突尼斯,前锋
75,70kg,3,1.78m,0,9号,0,1990/9/18,225,巴德里,http://p1.img.cctvpic.com/sports/data/playerImageB/312830.png,0,突尼斯,中场
90,72kg,2,1.7m,0,12号,0,1990/1/1,180,马鲁尔,http://p1.img.cctvpic.com/sports/data/playerImageB/332547.png,0,突尼斯,后卫
90,77kg,1,1.87m,0,6号,0,1990/1/19,90,贝多伊,http://p1.img.cctvpic.com/sports/data/playerImageB/290611.png,0,突尼斯,后卫
49,75kg,1,1.85m,0,3号,0,1987/3/28,49,贝纳卢安,http://p1.img.cctvpic.com/sports/data/playerImageB/21515.png,0,突尼斯,后卫
65.5,87kg,2,1.89m,0,2号,0,1989/3/31,131,本优素福,http://p1.img.cctvpic.com/sports/data/playerImageB/118144.png,0,突尼斯,后卫
90,70kg,3,1.83m,0,4号,0,1993/7/2,270,梅里亚,http://p1.img.cctvpic.com/sports/data/playerImageB/1131921.png,0,突尼斯,后卫
90,76kg,1,1.85m,1,5号,0,1992/1/28,90,哈达迪,http://p1.img.cctvpic.com/sports/data/playerImageB/1099253.png,0,突尼斯,后卫
78,75kg,2,1.86m,1,21号,0,1992/10/28,156,纳格斯,http://p1.img.cctvpic.com/sports/data/playerImageB/1090382.png,0,突尼斯,后卫
57,75kg,2,1.86m,0,11号,1,1995/6/19,114,布龙,http://p1.img.cctvpic.com/sports/data/playerImageB/1011877.png,0,突尼斯,后卫
15,70kg,1,1.86m,0,22号,0,1995/3/5,15,哈桑,http://p1.img.cctvpic.com/sports/data/playerImageB/227860.png,0,突尼斯,守门员
90,84kg,1,1.82m,0,16号,0,1984/9/14,90,巴尔鲍利,http://p1.img.cctvpic.com/sports/data/playerImageB/32806.png,0,突尼斯,守门员
82.5,85kg,2,1.92m,0,1号,0,1989/7/1,165,本穆斯塔法,http://p1.img.cctvpic.com/sports/data/playerImageB/105518.png,0,突尼斯,守门员
64.67,80kg,3,1.86m,0,13号,1,1992/3/18,194,萨西,http://p1.img.cctvpic.com/sports/data/playerImageB/332537.png,0,突尼斯,中场
16,75kg,1,1.8m,0,14号,0,1992/5/3,16,本阿莫尔,http://p1.img.cctvpic.com/sports/data/playerImageB/1090378.png,0,突尼斯,中场
90,69kg,3,1.85m,0,17号,0,1995/5/10,270,斯希里,http://p1.img.cctvpic.com/sports/data/playerImageB/591706.png,0,突尼斯,中场
31,85kg,1,1.86m,0,18号,0,1996/8/14,31,戈麦斯,http://p1.img.cctvpic.com/sports/data/playerImageB/871470.png,0,乌拉圭,前锋
17,66kg,1,1.72m,0,20号,0,1990/3/19,17,乌雷塔,http://p1.img.cctvpic.com/sports/data/playerImageB/37792.png,0,乌拉圭,前锋
41,74kg,3,1.71m,2,5号,0,1984/12/2,123,桑切斯,http://p1.img.cctvpic.com/sports/data/playerImageB/77034.png,0,乌拉圭,中场
43,64kg,2,1.72m,0,10号,0,1994/6/1,86,德阿拉斯凯塔,http://p1.img.cctvpic.com/sports/data/playerImageB/333587.png,0,乌拉圭,前锋
37.5,78kg,2,1.86m,0,11号,0,1986/10/12,75,斯图亚尼,http://p1.img.cctvpic.com/sports/data/playerImageB/32048.png,0,乌拉圭,前锋
86,78kg,4,1.88m,0,21号,3,1987/2/14,344,卡瓦尼,http://p1.img.cctvpic.com/sports/data/playerImageB/21521.png,0,乌拉圭,前锋
33,79kg,5,1.78m,0,7号,0,1985/9/30,165,罗德里格斯,http://p1.img.cctvpic.com/sports/data/playerImageB/9071.png,0,乌拉圭,中场
73,73kg,5,1.87m,1,6号,0,1997/6/25,365,本坦库尔,http://p1.img.cctvpic.com/sports/data/playerImageB/810644.png,0,乌拉圭,中场
58.6,61kg,5,1.71m,0,8号,0,1995/12/28,293,南德斯,http://p1.img.cctvpic.com/sports/data/playerImageB/589620.png,0,乌拉圭,中场
60.8,61kg,5,1.68m,0,14号,0,1996/2/11,304,卢卡斯,http://p1.img.cctvpic.com/sports/data/playerImageB/754794.png,0,乌拉圭,中场
83.2,80kg,5,1.89m,0,15号,0,1991/8/24,416,贝西诺,http://p1.img.cctvpic.com/sports/data/playerImageB/158615.png,0,乌拉圭,中场
90,77kg,4,1.85m,0,2号,1,1995/1/20,360,希门尼斯,http://p1.img.cctvpic.com/sports/data/playerImageB/325355.png,0,乌拉圭,后卫
90,89kg,1,1.96m,0,19号,0,1990/10/7,90,科茨,http://p1.img.cctvpic.com/sports/data/playerImageB/47443.png,0,乌拉圭,后卫
90,70kg,2,1.73m,0,4号,0,1993/3/24,180,巴雷拉,http://p1.img.cctvpic.com/sports/data/playerImageB/311456.png,0,乌拉圭,后卫
75.25,66kg,4,1.78m,0,17号,0,1993/2/7,301,拉克索尔特,http://p1.img.cctvpic.com/sports/data/playerImageB/333589.png,0,乌拉圭,中场
90,75kg,5,1.78m,0,22号,0,1987/4/7,450,卡塞雷斯,http://p1.img.cctvpic.com/sports/data/playerImageB/28186.png,0,乌拉圭,后卫
0,74kg,0,1.85m,0,13号,0,1994/3/5,0,席尔瓦,http://p1.img.cctvpic.com/sports/data/playerImageB/155952.png,0,乌拉圭,后卫
0,73kg,0,1.73m,0,16号,0,1984/6/8,0,佩雷拉,http://p1.img.cctvpic.com/sports/data/playerImageB/26179.png,0,乌拉圭,后卫
90,74kg,5,1.9m,0,1号,0,1986/6/16,450,穆斯莱拉,http://p1.img.cctvpic.com/sports/data/playerImageB/28381.png,0,乌拉圭,守门员
0,82kg,0,1.87m,0,23号,0,1983/3/25,0,席尔瓦,http://p1.img.cctvpic.com/sports/data/playerImageB/36979.png,0,乌拉圭,守门员
90,73kg,5,1.85m,0,3号,0,1986/2/16,450,戈丁,http://p1.img.cctvpic.com/sports/data/playerImageB/14933.png,0,乌拉圭,后卫
0,79kg,0,1.84m,0,12号,0,1989/5/29,0,坎帕尼亚,http://p1.img.cctvpic.com/sports/data/playerImageB/243045.png,0,乌拉圭,守门员
90,85公斤,5,1.82米,1,9号,2,1987年1月24日,450,苏亚雷斯,http://p1.img.cctvpic.com/photoAlbum/page/performance/img/2018/6/1/1527838610748_625.jpg,1,乌拉圭,前锋
80,86kg,4,1.85m,0,19号,3,1988/10/7,320,科斯塔,http://p1.img.cctvpic.com/sports/data/playerImageB/21212.png,0,西班牙,前锋
7.67,72kg,3,1.82m,0,9号,0,1991/3/6,23,罗德里戈,http://p1.img.cctvpic.com/sports/data/playerImageB/99525.png,0,西班牙,前锋
41.5,70kg,2,1.73m,0,11号,0,1991/7/1,83,巴斯克斯,http://p1.img.cctvpic.com/sports/data/playerImageB/255239.png,0,西班牙,前锋
23,67kg,3,1.76m,0,17号,1,1987/8/1,69,阿斯帕斯,http://p1.img.cctvpic.com/sports/data/playerImageB/19356.png,0,西班牙,前锋
81.75,67kg,4,1.7m,0,21号,0,1986/1/8,327,席尔瓦,http://p1.img.cctvpic.com/sports/data/playerImageB/11781.png,0,西班牙,前锋
76.33,73kg,3,1.77m,0,8号,0,1992/1/8,229,科克,http://p1.img.cctvpic.com/sports/data/playerImageB/84539.png,0,西班牙,中场
47,70kg,2,1.74m,0,10号,0,1991/4/11,94,蒂亚戈,http://p1.img.cctvpic.com/sports/data/playerImageB/53825.png,0,西班牙,中场
97.5,78kg,4,1.89m,1,5号,0,1988/7/16,390,布斯克茨,http://p1.img.cctvpic.com/sports/data/playerImageB/39433.png,0,西班牙,中场
43.67,76kg,3,1.82m,0,20号,0,1996/1/21,131,阿森西奥,http://p1.img.cctvpic.com/sports/data/playerImageB/361004.png,0,西班牙,中场
0,67kg,0,1.78m,0,12号,0,1995/12/14,0,奥德里奥索拉,http://p1.img.cctvpic.com/sports/data/playerImageB/353250.png,0,西班牙,后卫
97.5,85kg,4,1.94m,0,3号,0,1987/2/2,390,皮克,http://p1.img.cctvpic.com/sports/data/playerImageB/770.png,0,西班牙,后卫
0,76kg,0,1.83m,0,7号,0,1994/11/21,0,萨乌尔,http://p1.img.cctvpic.com/sports/data/playerImageB/116955.png,0,西班牙,中场
80,77kg,2,1.79m,0,4号,1,1990/1/18,160,纳乔,http://p1.img.cctvpic.com/sports/data/playerImageB/69404.png,0,西班牙,后卫
97.5,74kg,4,1.76m,0,22号,1,1992/4/21,390,伊斯科,http://p1.img.cctvpic.com/sports/data/playerImageB/103417.png,0,西班牙,中场
76.67,73kg,3,1.73m,1,2号,0,1992/1/11,230,卡瓦哈尔,http://p1.img.cctvpic.com/sports/data/playerImageB/138572.png,0,西班牙,后卫
0,78kg,0,1.78m,0,14号,0,1989/8/28,0,阿兹皮利奎塔,http://p1.img.cctvpic.com/sports/data/playerImageB/21555.png,0,西班牙,后卫
97.5,68kg,4,1.7m,0,18号,0,1989/3/21,390,阿尔巴,http://p1.img.cctvpic.com/sports/data/playerImageB/35199.png,0,西班牙,后卫
0,72kg,0,1.79m,0,16号,0,1986/2/26,0,蒙雷亚尔,http://p1.img.cctvpic.com/sports/data/playerImageB/17088.png,0,西班牙,后卫
0,84kg,0,1.89m,0,13号,0,1994/10/3,0,阿里萨巴拉加,http://p1.img.cctvpic.com/sports/data/playerImageB/232422.png,0,西班牙,守门员
97.5,71kg,4,1.9m,0,1号,0,1990/11/7,390,德赫亚,http://p1.img.cctvpic.com/sports/data/playerImageB/69378.png,0,西班牙,守门员
0,92kg,0,1.88m,0,23号,0,1982/8/31,0,雷纳,http://p1.img.cctvpic.com/sports/data/playerImageB/26937.png,0,西班牙,守门员
71,68公斤,4,1.71米,1,6号,0,1984年5月11日,284,伊涅斯塔,http://p1.img.cctvpic.com/photoAlbum/page/performance/img/2018/6/1/1527838626387_484.jpg,1,西班牙,中场
97.5,75公斤,4,1.83米,0,15号,0,1986年3月30日,390,拉莫斯,http://p1.img.cctvpic.com/photoAlbum/page/performance/img/2018/6/1/1527838645603_431.jpg,1,西班牙,后卫
9.67,79kg,3,1.77m,0,14号,0,1993/9/6,29,戈多斯,http://p1.img.cctvpic.com/sports/data/playerImageB/548050.png,0,伊朗,前锋
67.33,80kg,3,1.87m,0,17号,0,1992/7/18,202,塔雷米,http://p1.img.cctvpic.com/sports/data/playerImageB/377802.png,0,伊朗,前锋
0,78kg,0,1.81m,0,21号,0,1986/7/5,0,德贾加,http://p1.img.cctvpic.com/sports/data/playerImageB/389.png,0,伊朗,前锋
57,77kg,3,1.8m,0,18号,0,1993/8/11,171,贾汉巴赫什,http://p1.img.cctvpic.com/sports/data/playerImageB/331837.png,0,伊朗,前锋
90,80kg,3,1.86m,0,20号,0,1995/1/1,270,阿兹蒙,http://p1.img.cctvpic.com/sports/data/playerImageB/150998.png,0,伊朗,前锋
59.33,80kg,3,1.87m,0,10号,1,1990/4/3,178,卡里姆,http://p1.img.cctvpic.com/sports/data/playerImageB/144594.png,0,伊朗,前锋
0,71kg,0,1.85m,0,2号,0,1994/9/10,0,托拉比,http://p1.img.cctvpic.com/sports/data/playerImageB/820118.png,0,伊朗,中场
